,word list,word occurence count,Chi Square
0,00,634,0.8585726919138231
1,000,1527,1043.9789823383844
2,0000,5,0.7722580353303297
3,000001,2,-0.6105137100957185
4,0001,6,1.742879296141173
5,0002,3,1.8650177105841879
6,0003,1,1.1943448906075396
7,000300,2,-0.6105137100957185
8,000350,2,-0.6105137100957185
9,00036,2,-0.6105137100957185
10,0004,1,1.1943448906075396
11,00048,2,-0.6105137100957185
12,0005,1,1.1943448906075396
13,000560,2,-0.6105137100957185
14,0006,1,1.1943448906075396
15,00060,3,1.8650177105841879
16,000690,2,-0.6105137100957185
17,0007,1,1.1943448906075396
18,000790,2,-0.6105137100957185
19,0008,1,1.1943448906075396
20,000a,2,-0.6105137100957185
21,000ace,1,1.1943448906075396
22,000active,2,-0.6105137100957185
23,000address,1,1.1943448906075396
24,000adv,1,1.1943448906075396
25,000aerox,1,1.1943448906075396
26,000all,1,1.1943448906075396
27,000at,1,1.1943448906075396
28,000avanza,4,0.9990947848523226
29,000beat,1,1.1943448906075396
30,000br,2,-0.6105137100957185
31,000byson,1,1.1943448906075396
32,000cb150,1,1.1943448906075396
33,000cb150r,2,-0.6105137100957185
34,000cb500x,2,-0.6105137100957185
35,000cbr150r,2,-0.6105137100957185
36,000cbr250rr,2,-0.6105137100957185
37,000cc,1,1.1943448906075396
38,000confero,2,-0.6105137100957185
39,000cortez,1,1.1943448906075396
40,000crf1100,2,-0.6105137100957185
41,000crf1100dct,2,-0.6105137100957185
42,000crf150l,2,-0.6105137100957185
43,000crf250,2,-0.6105137100957185
44,000ct,1,1.1943448906075396
45,000cvt,1,1.1943448906075396
46,000d,2,-0.6105137100957185
47,000dakar,1,1.1943448906075396
48,000dynamic,2,-0.6105137100957185
49,000e,2,-0.6105137100957185
50,000ertiga,1,1.1943448906075396
51,000exceed,1,1.1943448906075396
52,000f,2,-0.6105137100957185
53,000fino,1,1.1943448906075396
54,000forza,1,1.1943448906075396
55,000freego,1,1.1943448906075396
56,000g,3,1.8650177105841879
57,000gear,1,1.1943448906075396
58,000genio,1,1.1943448906075396
59,000gl,2,-0.6105137100957185
60,000glx,1,1.1943448906075396
61,000gran,1,1.1943448906075396
62,000gsx,4,0.9990947848523226
63,000gsx150,2,-0.6105137100957185
64,000gt,2,-0.6105137100957185
65,000gx,2,-0.6105137100957185
66,000heist,1,1.1943448906075396
67,000honda,4,0.9990947848523226
68,000hr,2,-0.6105137100957185
69,000ignite,2,-0.6105137100957185
70,000innova,1,1.1943448906075396
71,000jawa,1,1.1943448906075396
72,000jupiter,1,1.1943448906075396
73,000klx140,2,-0.6105137100957185
74,000klx150bf,2,-0.6105137100957185
75,000klx150l,2,-0.6105137100957185
76,000klx230,2,-0.6105137100957185
77,000klx230r,2,-0.6105137100957185
78,000klx250,2,-0.6105137100957185
79,000km,2,0.7775694927823446
80,000kwid,2,-0.6105137100957185
81,000leoncino,1,1.1943448906075396
82,000lexi,1,1.1943448906075396
83,000luxio,1,1.1943448906075396
84,000magnite,2,-0.6105137100957185
85,000mah,2,-0.6105137100957185
86,000mazda2,1,1.1943448906075396
87,000mio,1,1.1943448906075396
88,000misfit,1,1.1943448906075396
89,000mobilio,1,1.1943448906075396
90,000motobi,1,1.1943448906075396
91,000mt,3,1.8650177105841879
92,000mt09,2,-0.6105137100957185
93,000mx,1,1.1943448906075396
94,000new,7,-6.56763047952041
95,000nex,1,1.1943448906075396
96,000ninja,2,-0.6105137100957185
97,000nmax,1,1.1943448906075396
98,000patagonian,1,1.1943448906075396
99,000pcx,1,1.1943448906075396
100,000premiere,2,-0.6105137100957185
101,000prestige,1,1.1943448906075396
102,000r,2,-0.6105137100957185
103,000raize,10,16.715791127600994
104,000rc,2,-0.6105137100957185
105,000revo,1,1.1943448906075396
106,000rocky,2,-0.6105137100957185
107,000rpminduksi,1,1.1943448906075396
108,000rs,4,0.9990947848523226
109,000rush,2,-0.6105137100957185
110,000s,3,1.8650177105841879
111,000scoopy,1,1.1943448906075396
112,000sepeda,1,1.1943448906075396
113,000smart,2,-0.6105137100957185
114,000smat,2,-0.6105137100957185
115,000sonic,1,1.1943448906075396
116,000soul,1,1.1943448906075396
117,000super,1,1.1943448906075396
118,000supra,1,1.1943448906075396
119,000terios,2,-0.6105137100957185
120,000tmax,1,1.1943448906075396
121,000tnt,1,1.1943448906075396
122,000trd,1,1.1943448906075396
123,000trk502,2,-0.6105137100957185
124,000trk502x,2,-0.6105137100957185
125,000uang,2,-0.6105137100957185
126,000ukuran,1,1.1943448906075396
127,000v250fi,1,1.1943448906075396
128,000vario,2,-0.6105137100957185
129,000vega,1,1.1943448906075396
130,000veloz,1,1.1943448906075396
131,000versys,2,-0.6105137100957185
132,000vios,1,1.1943448906075396
133,000vixion,2,-0.6105137100957185
134,000volume,1,1.1943448906075396
135,000w,1,1.1943448906075396
136,000w175,2,-0.6105137100957185
137,000w175tr,2,-0.6105137100957185
138,000w250,1,1.1943448906075396
139,000wonosobo,1,1.1943448906075396
140,000wr250r,2,-0.6105137100957185
141,000x,2,-0.6105137100957185
142,000xabre,1,1.1943448906075396
143,000xenia,1,1.1943448906075396
144,000xl7,2,-0.6105137100957185
145,000xmax,1,1.1943448906075396
146,000xpander,2,-0.6105137100957185
147,000yaris,2,-0.6105137100957185
148,000yogyakarta,2,-0.6105137100957185
149,000yzf,4,0.9990947848523226
150,001,11,0.521338411376577
151,001269,2,-0.6105137100957185
152,002,11,0.8885701665359722
153,003,17,-0.4437463033342449
154,004,15,1.6914823192073445
155,00413,1,1.1943448906075396
156,0048,1,1.1943448906075396
157,005,7,14.05212986351529
158,0055,1,1.1943448906075396
159,006,12,1.03492932176738
160,00610,1,1.1943448906075396
161,0066,1,1.1943448906075396
162,007,7,9.84610471398779
163,0072,1,1.1943448906075396
164,008,7,9.84610471398779
165,00811,1,1.1943448906075396
166,008s,1,1.1943448906075396
167,009,9,1.0187022159077397
168,009s,1,1.1943448906075396
169,00brighton,2,-0.6105137100957185
170,00man,2,-0.6105137100957185
171,01,110,1.0075241615567256
172,010,22,1.1467282842648552
173,0103,1,1.1943448906075396
174,0104,1,1.1943448906075396
175,011,11,0.521338411376577
176,012,4,3.5398469139552975
177,01214,1,1.1943448906075396
178,0128,1,1.1943448906075396
179,013,4,3.5398469139552975
180,013s,1,1.1943448906075396
181,014,7,3.8790381601980393
182,015,3,1.8650177105841879
183,01523,1,1.1943448906075396
184,016,4,-3.0594219349435625
185,016s,1,1.1943448906075396
186,017,2,0.7775694927823446
187,018,4,3.5398469139552975
188,019,10,25.69746140688552
189,01920,1,1.1943448906075396
190,02,137,10.74785437598857
191,020,12,1.6890717885904962
192,0202,1,1.1943448906075396
193,020401,2,-0.6105137100957185
194,020mah,1,1.1943448906075396
195,021,2,0.7775694927823446
196,02117,1,1.1943448906075396
197,021s,1,1.1943448906075396
198,022,11,0.8885701665359722
199,0226,1,1.1943448906075396
200,023,2,-0.6105137100957185
201,024,5,0.7722580353303297
202,02421,1,1.1943448906075396
203,025,9,1.0187022159077397
204,026,7,9.84610471398779
205,02613,1,1.1943448906075396
206,0264,1,1.1943448906075396
207,028,3,1.8650177105841879
208,029,2,0.7775694927823446
209,02t,2,-0.6105137100957185
210,03,106,0.07881181162036982
211,030,9,1.0187022159077397
212,0304,2,-0.6105137100957185
213,031,7,-6.56763047952041
214,0319,1,1.1943448906075396
215,032,5,0.7722580353303297
216,033,1,1.1943448906075396
217,034,2,-0.6105137100957185
218,035,1,1.1943448906075396
219,036,3,1.8650177105841879
220,0365,1,1.1943448906075396
221,037,2,-0.6105137100957185
222,037s,1,1.1943448906075396
223,038,11,1.305180292330217
224,039,4,3.5398469139552975
225,04,79,1.197368521522793
226,040,5,0.7722580353303297
227,04019,1,1.1943448906075396
228,041,1,1.1943448906075396
229,04110,1,1.1943448906075396
230,04113,1,1.1943448906075396
231,0418,1,1.1943448906075396
232,041s,1,1.1943448906075396
233,0428,1,1.1943448906075396
